ID,RA,DEC,Redshift,Label,Weight,Reference,FWHM,R50,Stellarity,Area,Ellipticity,Theta
230,237.92489,19.1395,0.0,M5,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
231,237.97358,19.15808,0.0,M16,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
232,237.9836,19.21464,0.0,M17,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
233,238.01131,19.16113,0.0,M22,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
234,238.02395,19.202429999999996,0.0,M23,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
235,238.03341000000003,19.18485,0.0,M26,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
236,238.02007,19.21757,0.0,RK102,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
237,237.98684,19.19443,0.0,RK107,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
238,237.94204,19.14848,0.0,RK110,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
239,237.99191,19.16429,0.0,RK111,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
240,238.00477999999998,19.19168,0.0,RK121,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
241,237.95815,19.21878,0.0,RK126,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
242,237.96982,19.15333,0.0,fBX73,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
243,237.91144,19.15287,0.0,BX1,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
244,237.91396,19.16356,0.0,BX4,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
245,237.91463,19.15654,0.0,BX5,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
246,237.91636,19.20222,0.0,BX9,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
247,237.92006,19.16835,0.0,BX13,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
248,237.92046999999997,19.2008,0.0,BX14,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
249,237.92357,19.20754,0.0,BX18,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
250,237.92518,19.210830000000005,0.0,BX21,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
251,237.92681,19.185869999999998,0.0,BX26,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
252,237.92931999999996,19.21692,0.0,BX27,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
253,237.94135,19.17591,0.0,BX35,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
254,237.94150000000002,19.18934,0.0,BX36,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
255,237.94247,19.15463,0.0,BX37,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
256,237.9437,19.16866,0.0,BX40,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
257,237.94491,19.16492,0.0,BX42,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
258,237.94736,19.17352,0.0,BX45,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
259,237.9505,19.17274,0.0,BX48,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
260,237.9539,19.186690000000002,0.0,BX51,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
261,237.95534,19.15242,0.0,BX52,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
262,237.95734,19.18577,0.0,BX54,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
263,237.95757,19.17337,0.0,BX55,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
264,237.96203,19.18172,0.0,BX59,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
265,237.96309,19.18335,0.0,BX62,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
266,237.96316,19.18963,0.0,BX63,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
267,237.96488999999997,19.18969,0.0,BX65,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
268,237.96578,19.19078,0.0,BX67,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
269,237.96674,19.157830000000004,0.0,BX70,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
270,237.96771,19.2054,0.0,BX73,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
271,237.96992,19.182119999999998,0.0,BX81,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
272,237.97373999999996,19.20684,0.0,BX84,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
273,237.97534,19.19667,0.0,BX86,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
274,237.97638,19.17664,0.0,BX89,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
275,237.97713,19.171800000000005,0.0,BX91,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
276,237.98029,19.171899999999997,0.0,BX94,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
277,237.98035000000002,19.2033,0.0,BX95,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
278,237.98053,19.15891,0.0,BX101,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
279,237.98326,19.21228,0.0,BX102,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
280,237.98369,19.19474,0.0,BX104,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
281,237.98659,19.20045,0.0,BX109,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
282,237.98734,19.18027,0.0,BX113,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
283,237.98881,19.16607,0.0,BX119,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
284,237.9896,19.18218,0.0,BX121,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
285,237.99087,19.141779999999997,0.0,BX124,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
286,237.99104,19.20554,0.0,BX126,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
287,237.99248,19.17427,0.0,BX127,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
288,237.99271,19.189080000000004,0.0,BX128,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
289,237.99246,19.202690000000004,0.0,BX129,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
290,237.9958,19.17358,0.0,BX130,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
291,237.99568,19.21032,0.0,BX131,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
292,237.99633000000003,19.18096,0.0,BX133,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
293,237.99785,19.1819,0.0,BX137,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
294,237.99915,19.17007,0.0,BX139,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
295,238.00512,19.17761,0.0,BX156,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
296,238.005,19.16467,0.0,BX157,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
297,238.00668999999996,19.16437,0.0,BX161,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
298,238.00776,19.16821,0.0,BX162,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
299,238.0087,19.21028,0.0,BX164,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
300,238.01074999999997,19.16388,0.0,BX170,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
301,238.0105,19.21963,0.0,BX171,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
302,238.01146000000003,19.20513,0.0,BX173,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
303,238.01251,19.18732,0.0,BX175,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
304,238.01486,19.16727,0.0,BX180,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
305,238.01581,19.21146,0.0,BX184,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
306,238.01756,19.20786,0.0,BX187,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
307,238.01765,19.16101,0.0,BX189,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
308,238.01896,19.218300000000003,0.0,BX190,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
309,238.01947,19.21649,0.0,BX191,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
310,238.01985999999997,19.2074,0.0,BX193,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
311,238.01905,19.1611,0.0,BX194,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
312,238.02032,19.19558,0.0,BX197,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
313,238.02063,19.15832,0.0,BX198,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
314,238.02155,19.19528,0.0,BX200,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
315,238.02122,19.21382,0.0,BX202,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
316,238.02324,19.16747,0.0,BX207,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
317,238.02392,19.22077,0.0,BX210,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
318,238.02727,19.21268,0.0,BX219,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
319,238.02544,19.18454,0.0,BX221,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
320,238.02616,19.18332,0.0,BX223,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
321,238.02849999999998,19.17291,0.0,BX227,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
322,238.02966,19.17003,0.0,BX229,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
323,238.03158,19.17105,0.0,BX233,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
324,238.03481,19.166,0.0,BX240,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
325,238.03592,19.20184,0.0,BX242,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
326,237.92876,19.15909,0.0,MD1,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
327,237.93596,19.21221,0.0,MD3,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
328,237.93696,19.15472,0.0,MD4,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
329,237.93839,19.18475,0.0,MD5,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
330,237.94157,19.20823,0.0,MD6,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
331,237.96542,19.21405,0.0,MD11,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
332,237.97382,19.21129,0.0,MD16,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
333,237.9756958,19.1953139,0.0,MD18,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
334,237.97914,19.19683,0.0,MD19,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
335,237.97921,19.20914,0.0,MD20,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
336,237.98574,19.16378,0.0,MD21,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
337,237.98741000000004,19.21195,0.0,MD22,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
338,238.00078,19.14166,0.0,MD25,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
339,238.00469,19.18193,0.0,MD26,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
340,238.00647999999998,19.172129999999996,0.0,MD29,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
341,238.01428,19.18811,0.0,MD30,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
342,238.02151,19.18652,0.0,MD31,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
343,238.02396,19.20397,0.0,MD33,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
344,238.02918,19.14451,0.0,MD35,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
345,238.02894,19.14406,0.0,MD36,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
346,238.03312,19.18388,0.0,MD37,5,true,0.0,0.0,-1.0,0.0,0.0,0.0
347,238.0342,19.19408,0.0,MD38,20,true,0.0,0.0,-1.0,0.0,0.0,0.0
348,237.915817,19.168259,0.0,DRG1,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
349,237.916107,19.161852,0.0,DRG2,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
350,237.923782,19.212986000000004,0.0,DRG3,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
351,237.926514,19.22081,0.0,DRG5,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
352,237.932678,19.136693999999995,0.0,DRG9,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
353,237.95192,19.137365,0.0,DRG16,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
354,237.965256,19.200155,0.0,DRG25,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
355,237.96665999999996,19.155897,0.0,DRG28,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
356,237.967285,19.139563,0.0,DRG29,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
357,237.969009,19.209248,0.0,DRG30,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
358,237.970688,19.154043000000005,0.0,DRG31,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
359,237.971436,19.185368999999998,0.0,DRG33,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
360,237.972763,19.185539,0.0,DRG35,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
361,237.985367,19.192545,0.0,DRG40,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
362,237.99498,19.172918,0.0,DRG48,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
363,237.99848900000003,19.178061,0.0,DRG49,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
364,238.000961,19.157631,0.0,DRG51,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
365,238.003403,19.162230999999995,0.0,DRG55,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
366,238.005386,19.20656,0.0,DRG57,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
367,238.008163,19.209133,0.0,DRG60,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
368,238.013885,19.214329,0.0,DRG63,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
369,238.01423600000004,19.167114,0.0,DRG65,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
370,238.017303,19.140429,0.0,DRG67,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
371,238.020447,19.192429,0.0,DRG70,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
372,238.025345,19.185476,0.0,DRG71,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
373,238.031128,19.172884,0.0,DRG74,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
374,238.031967,19.175896,0.0,DRG75,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
375,238.032288,19.175341,0.0,DRG76,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
376,238.034851,19.137964,0.0,DRG78,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
377,237.9348333,19.1672667,0.0,GNB1000,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
378,237.93625,19.208541700000005,0.0,GNB1019,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
379,237.9359167,19.1726944,0.0,GNB1073,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
380,237.9358333,19.2143778,0.0,GNB1082,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
381,237.9360833,19.180152800000002,0.0,GNB1089,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
382,237.9367083,19.206405599999997,0.0,GNB1119,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
383,237.9375417,19.210675,0.0,GNB1130,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
384,237.93758329999997,19.2209944,0.0,GNB1151,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
385,237.9380417,19.2121972,0.0,GNB1156,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
386,237.9381667,19.1404806,0.0,GNB1180,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
387,237.940375,19.135791699999995,0.0,GNB1206,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
388,237.9137083,19.191977799999997,0.0,GNB121,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
389,237.93845829999998,19.2129111,0.0,GNB1219,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
390,237.93904169999996,19.1606722,0.0,GNB1231,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
391,237.93904169999996,19.189444400000003,0.0,GNB1259,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
392,237.9394167,19.1573194,0.0,GNB1267,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
393,237.940375,19.1980583,0.0,GNB1300,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
394,237.941125,19.1988222,0.0,GNB1336,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
395,237.9404583,19.209572199999997,0.0,GNB1339,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
396,237.9425,19.204775,0.0,GNB1386,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
397,237.942,19.204188900000002,0.0,GNB1388,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
398,237.9421667,19.2156306,0.0,GNB1397,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
399,237.9420833,19.2009611,0.0,GNB1401,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
400,237.9427917,19.2093222,0.0,GNB1408,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
401,237.9427083,19.1754167,0.0,GNB1413,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
402,237.9425417,19.1806861,0.0,GNB1429,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
403,237.9438333,19.2094111,0.0,GNB1434,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
404,237.942875,19.1865,0.0,GNB1441,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
405,237.9435417,19.152830599999998,0.0,GNB1455,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
406,237.94329169999997,19.1705667,0.0,GNB1456,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
407,237.9434583,19.1627056,0.0,GNB1465,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
408,237.943375,19.1508972,0.0,GNB1473,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
409,237.9450417,19.2094028,0.0,GNB1492,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
410,237.943875,19.1629417,0.0,GNB1497,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
411,237.9440417,19.1970806,0.0,GNB1508,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
412,237.9457083,19.2188556,0.0,GNB1536,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
413,237.9480417,19.1991556,0.0,GNB1557,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
414,237.9450417,19.1981833,0.0,GNB1577,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
415,237.9471667,19.2004167,0.0,GNB1586,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
416,237.9470417,19.218225,0.0,GNB1637,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
417,237.9495,19.1621778,0.0,GNB1644,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
418,237.9477917,19.2105306,0.0,GNB1652,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
419,237.915125,19.1677583,0.0,GNB166,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
420,237.9482083,19.2114667,0.0,GNB1689,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
421,237.9489167,19.1754056,0.0,GNB1692,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
422,237.9492083,19.1764111,0.0,GNB1710,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
423,237.9518333,19.1767917,0.0,GNB1828,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
424,237.9155417,19.1949056,0.0,GNB184,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
425,237.9529167,19.217608299999995,0.0,GNB1866,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
426,237.9525833,19.2006278,0.0,GNB1879,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
427,237.9531667,19.1732083,0.0,GNB1907,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
428,237.9531667,19.2188,0.0,GNB1913,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
429,237.9545417,19.1834583,0.0,GNB1964,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
430,237.95466669999996,19.1544972,0.0,GNB1983,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
431,237.95516670000004,19.2190472,0.0,GNB1986,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
432,237.9550417,19.176825,0.0,GNB1994,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
433,237.956625,19.170594399999995,0.0,GNB2018,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
434,237.956375,19.2096639,0.0,GNB2032,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
435,237.956,19.1498639,0.0,GNB2033,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
436,237.95675,19.1722528,0.0,GNB2035,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
437,237.95625,19.141352799999996,0.0,GNB2039,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
438,237.956125,19.182475,0.0,GNB2046,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
439,237.9565833,19.1752611,0.0,GNB2066,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
440,237.9568333,19.195,0.0,GNB2082,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
441,237.9569583,19.2110389,0.0,GNB2090,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
442,237.9569583,19.1483667,0.0,GNB2092,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
443,237.9585833,19.149930600000005,0.0,GNB2098,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
444,237.95775,19.1482972,0.0,GNB2120,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
445,237.957875,19.1799083,0.0,GNB2129,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
446,237.959375,19.159827799999995,0.0,GNB2201,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
447,237.95925000000003,19.2131722,0.0,GNB2205,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
448,237.960875,19.2205278,0.0,GNB2235,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
449,237.960625,19.1449611,0.0,GNB2236,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
450,237.9620417,19.1878528,0.0,GNB2275,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
451,237.960625,19.2099944,0.0,GNB2279,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
452,237.9618333,19.1440806,0.0,GNB2283,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
453,237.961875,19.2027389,0.0,GNB2285,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
454,237.9615,19.1922278,0.0,GNB2291,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
455,237.96295830000003,19.1860806,0.0,GNB2308,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
456,237.9616667,19.208525,0.0,GNB2313,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
457,237.9627917,19.1930889,0.0,GNB2342,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
458,237.9621667,19.1844083,0.0,GNB2353,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
459,237.970625,19.1435417,0.0,GNB2368,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
460,237.964375,19.1729417,0.0,GNB2419,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
461,237.964875,19.1890333,0.0,GNB2439,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
462,237.9690833,19.21995,0.0,GNB2450,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
463,237.967125,19.1404833,0.0,GNB2454,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
464,237.96508330000003,19.1402361,0.0,GNB2467,1,true,0.0,0.0,-1.0,0.0,0.0,0.0
